No.,ProjectID,ProjectName,ProjectGroup,ProjectYearSubmit,PUserID,DepartmentTH,FacultyTH,MinistryTH,OrganizationTH,Sex,Age,AgeRange,Patent,Publication,Poject5Y,YoungResearcher,ProvinceTH,Region,Expert,AcademicPositionTH
1737,5134,การเพิ่มประสิทธิภาพของกระบวนการผลิตแก๊สชีวภาพจากเศษอาหารและมูลสุกรด้วยกระบวนการหมักแบบต่อเนื่องสองขั้นตอน,การแปรรูปขยะมูลฝอย,2561,288696,มหาวิทยาลัยแม่โจ้ ,วิทยาศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,35,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,"Conductive Polymer ,Polymer Composite ,Environmental Science and Technology",ผู้ช่วยศาสตราจารย์
1738,5137,การพัฒนากระบวนการผลิตไบโอเอทานอลจากวัสดุเหลือทิ้งไร่ข้าวโพด โดยการหมักแบบแยกกระบวนการผลิต,การแปรรูปขยะมูลฝอย,2561,71175,มหาวิทยาลัยแม่โจ้ ,วิทยาลัยพลังงานทดแทน,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,44,35-44,มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,สมุนไพร พลาสติกชีวภาพ เซลเชื้อเพลิงจุลชีพ (Microbial fuel cell) bioethanol biogas ,อาจารย์
1739,5201,แผ่นยางปูพื้นจากวัสดุเหลือทิ้งจากข้าวโพดเลี้ยงสัตว์,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2561,113481,มหาวิทยาลัยแม่โจ้ ,วิศวกรรมและอุตสาหกรรมการเกษตร,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,40,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,"Polymer blend, Thermoplastic elastomer, Polymer precessing",อาจารย์
1740,5233,ศึกษาความเป็นไปได้ในการพัฒนาผลิตภัณฑ์จากวัสดุเหลือทิ้งของอุตสาหกรรมน้ำส้มโดยการสกัดและกลั่นน้ำมันหอมระเหย สารฟีโนลิกทั้งหมด และเพคตินแบบไมโครเวฟร่วม จากเปลือกและเมล็ดของส้มเขียวหวาน,การจัดการของเสียภายในโรงงาน,2561,36744,มหาวิทยาลัยแม่โจ้ ,วิศวกรรมและอุตสาหกรรมการเกษตร,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,40,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,"ออกแบบและพัฒนาเครื่องจักรกลทางเกษตรและอาหาร,เทคโนโลยีการหมัก,การสกัดสารสำคัญ,การหาสภาวะที่เหมาะสมทางวิศวกรรมและอุตสาหกรรมเกษตร",ผู้ช่วยศาสตราจารย์
1741,5411,การอนุรักษ์พลังงานในอาคารโดยใช้กำแพงทรอมบ์ที่ใช้วัสดุเหลือทิ้งจาก ข้าวโพดเลี้ยงสัตว์เป็นวัสดุในการสร้างร่วมกับท่อลมแสงอาทิตย์,การแปรรูปขยะมูลฝอย,2561,37252,มหาวิทยาลัยแม่โจ้ ,วิทยาลัยพลังงานทดแทน,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,40,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,"การวิเคราะห์การใช้พลังงานภาคครัวเรือน ชุมชน และด้านการเกษตร ,เทคโนโลยีพลังงานทดแทนและการจัดการ,เทคโนโลยีและวิศวกรรมพลังงานลม ",ผู้ช่วยศาสตราจารย์
1742,5416,การประเมินด้านพลังงาน เศรษฐศาสตร์ และคาร์บอนเครดิต ของการผลิตไฟฟ้าโดยวัฏจักรแรงคินสารอินทรย์จากขยะชุมชนของมหาวิทยาลัยแม่โจ้,การแปรรูปขยะมูลฝอย,2561,59109,มหาวิทยาลัยแม่โจ้ ,วิทยาลัยพลังงานทดแทน,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,41,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,สาขาวิศวกรรมศาสตร์,รองศาสตราจารย์
1743,5767,การปลดปล่อยและเคลื่อนย้ายมลพิษจากภาคการเกษตร (พืชไม้ผล) ตำบลกรุงชิงอำเภอนบพิตำ จังหวัดนครศรีธรรมราช,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2561,267747,มหาวิทยาลัยวลัยลักษณ์,สำนักวิชาสาธารณสุขศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,44,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,นครศรีธรรมราช,ภาคใต้,"Municipal solid waste management, Biogas from waste",ผู้ช่วยศาสตราจารย์
1744,5854,การสกัดอลูมิเนียมจากตะกรันอลูมิเนียมที่อุณหภูมิ 1550 องศาเซลเซียสด้วยวิธีทางความร้อนคาร์บอนโดยใช้เหล็กเหลวเป็นตัวทำละลายเชิงโลหะ: การศึกษาเพื่อการใช้ประโยชน์วัสดุเหลือทิ้งจากอุตสาหกรรมหลอมอลูมิเนียม,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2561,77129,มหาวิทยาลัยธรรมศาสตร์ ,คณะวิทยาศาสตร์และเทคโนโลยี,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,41,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"Material characterisation,Ferrometallurgy, Sustainable Material Processing",ผู้ช่วยศาสตราจารย์
1745,5877,กระบวนหมักเปลือกกล้วยซึ่งเป็นผลพลอยได้จากการแปรรูปอาหารเพื่อผลิตกรดซิตริกด้วยเชื้อรา Aspergillus niger,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2561,126050,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ,คณะวิศวกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,38,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"Bioprocess, Thermal process",ผู้ช่วยศาสตราจารย์
1746,5928,การหาประสิทธิเตาเผาขยะชีวมวลลดโลกร้อน,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2561,446272,สำนักงานคณะกรรมการการอาชีวศึกษา,วิทยาลัยเทคนิคมหาสารคาม,กระทรวงศึกษาธิการ,ภาครัฐบาล,ผู้ชาย,53,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ไม่พบข้อมูล
1747,5991,การประเมินผลกระทบสิ่งแวดล้อมจากการจัดการขยะชุมชน,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2561,22049,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,50,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"วิเคราะห์ผลกระทบด้านสิ่งแวดล้อม,วิเคราะห์และประเมินด้าน GHG mitigation analysis, Low carbon society,วิจัยและพัฒนาด้านพลังงานทดแทน",ไม่พบข้อมูล
1748,5992,โครงการวิจัยและพัฒนาเทคโนโลยีการผลิตสารกำจัดกลิ่นขยะชุมชนร่วมกับ สารเติมแต่งในพลาสติกรีไซเคิล,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2561,47744,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,45,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"วิศวกรรมสิ่งแวดล้อม,วิศวกรรมเคมี,zeolite synthesis,Waste Utilization, Molecuslar sieve and catalysts, Solid waste management",ไม่พบข้อมูล
1749,5993,การพัฒนาแผ่นปูพื้นสนามเด็กเล่นจากพลาสติกรีไซเคิลและยางรีไซเคิล,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2561,59425,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมวัสดุ (ศนว.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,47,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"Composite materials,Structural Ceramics (Porous ceramics),Nanoceramic Processing,Ceramics Characterization",ไม่พบข้อมูล
1750,5994,การวิจัยผลกระทบทางด้านสิ่งแวดล้อมต่อชุมชนรอบข้างในบริเวณพื้นที่จัดการขยะ,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2561,247099,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,46,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"การตรวจประเมินมาตรฐาน GMP, เทคโนโลยีการประหยัดพลังงาน (Energy Efficiency), อบรม/วิทยากร เทคโนโลยีสะอาด/Pollution Prevention, การตรวจวัดเสียง/อากาศ มลพิษอุตสาหกรรม , ระบบบำบัดน้ำเสีย (Wastewater Treatment), ระบบการนำน้ำทิ้งกลับมาใช้ซ้ำด้วยเมมเบรนเทค",ไม่พบข้อมูล
1751,5995,การพัฒนาสูตรถนนยางมะตอยเสริมโพลิเมอร์ด้วยขยะพลาสติกจากหลุมฝั่งกลบ,การจัดการขยะพลาสติก,2561,70429,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,สำนักบริหารทรัพยากรบุคคล (สทบ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,45,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"เทคโนโลยีบล็อกประสาน เกี่ยวเนื่องกับ i. สาขาวัสดุศาสตร์ การคัดเลือกและการพัฒนาสูตรการผลิตบล็อก ii. สาขาโยธา การทดสอบคุณภาพบล็อก และการออกแบบคำนวณโครงสร้างอาคารบล็อกประสาน ,การบริหารรัฐกิจด้วยแนวหลังสมัยใหม่",ไม่พบข้อมูล
1752,5996,พลังงานก๊าซชีวภาพโดยใช้ขยะชุมชนประเภทสารอินทรีย์เป็นวัตถุดิบและการใช้ประโยชน์กับเซลล์เชื้อเพลิง,การแปรรูปขยะมูลฝอย,2561,21964,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,สำนักดิจิทัลและสารสนเทศ (สทส.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,61,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,Biomethanation,ไม่พบข้อมูล
1753,5997,การประเมินศักยภาพการย่อยสลายสารอันตรายจากบ่อขยะ ตกค้างในสิ่งแวดล้อมของกลุ่มจุลินทรีย์ในพื้นที่,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2561,20686,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,54,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,การใช้จุลินทรีย์เพื่อบำบัดสารตกค้างในสิ่งแวดล้อม,ไม่พบข้อมูล
1754,6012,การพัฒนาบรรจุภัณฑ์สีเขียวจากชานอ้อยสำหรับบรรจุอาหารผู้ป่วยใน,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2561,31677,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมหุ่นยนต์และเครื่องจักร์กลอัตโนมัติ (ศนย.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,51,45-54,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"Eco-package Development,Creative Packaging Development,การประเมินอายุการเก็บรักษาของอาหารแห้งในบรรจุภัณฑ์",ไม่พบข้อมูล
1755,6054,การผลิตน้ำมันชีวภาพจากเศษวัสดุปาล์มน้ำมันเหลือทิ้งด้วยกระบวนการไฮโดรเทอร์มอล,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2561,39584,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,39,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"Biomass to liquid and soild fuel Technology, Gas to Liquid Technology, Biorefinery Technology",ไม่พบข้อมูล
1756,6059,การบูรณาการกระบวนการผลิตก๊าซชีวภาพในสภาวะความดันสูงและกระบวนการAnaerobic Phased Solids(APS)ที่ใช้ของเสียทางการเกษตรและน้ำเสียที่มีของแข็งปนเปื้อนสูงเป็นวัตถุดิบ,การแปรรูปขยะมูลฝอย,2561,147793,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,37,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"เทคโนโลยีก๊าซชีวภาพ, พลังงานทดแทน, biomass, waste to energy, ด้านสิ่งแวดล้อม",ไม่พบข้อมูล
1757,6088,การพัฒนาแบบหล่อคอนกรีตจากวัสดุเหลือใช้ทางการเกษตร,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2561,72448,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,สำนักบริหารทรัพยากรบุคคล (สทบ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,42,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,-,ไม่พบข้อมูล
1758,6090,การออกแบบและจำลองกระบวนการต้นแบบของการผลิตเซลลูโลสิกเอทานอลจากวัสดุเหลือทิ้งจากอุตสาหกรรมการเกษตร,การแปรรูปขยะมูลฝอย,2561,35555,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,45,45-54,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"Bioprocess engineering and downstream process design,ด้านกระบวนการผลิตเชื้อเพลิงชีวภาพ เอทานอลและไบโอดีเซล",ไม่พบข้อมูล
1759,6091,การผลิตซีโอไลท์ 3เอ โมเลกุลลาร์ซีฟจากของเหลือทิ้งในกระบวนการเซลลูโลสิก เอทานอลสำหรับกระบวนการผลิตเอทานอลไร้น้ำ,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2561,47744,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,45,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"วิศวกรรมสิ่งแวดล้อม,วิศวกรรมเคมี,zeolite synthesis,Waste Utilization, Molecuslar sieve and catalysts, Solid waste management",ไม่พบข้อมูล
1760,6094,การเพิ่มผลผลิตเซลลูโลสิกเอทานอลโดยใช้เทคโนโลยี In Situ Recovery,การแปรรูปขยะมูลฝอย,2561,35555,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,45,45-54,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"Bioprocess engineering and downstream process design,ด้านกระบวนการผลิตเชื้อเพลิงชีวภาพ เอทานอลและไบโอดีเซล",ไม่พบข้อมูล
1761,6223,การจัดการขยะมูลฝอยบนเกาะนก แบบมีส่วนร่วมของชุมชนท่าข้าม ในเขตเทศบาลตำบลท่าข้าม อําเภอบางปะกง จังหวัดฉะเชิงเทรา,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2561,73933,มหาวิทยาลัยราชภัฏราชนครินทร์,คณะวิทยาศาสตร์และเทคโนโลยี,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,33,25-34,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ฉะเชิงเทรา,ภาคตะวันออก,มลพิษสิ่งแวดล้อมทางน้ำ การจัดการสิ่งแวดล้อม การจัดการขยะมูลฝอย,ศาสตราจารย์กิตติคุณ หรือ ศาสตราจารย์เกียรติคุณ
1762,6451,การใช้ถ่านชีวภาพที่ผลิตจากวัสดุเหลือใช้ทางการเกษตรที่มีต่อปริมาณและคุณภาพของว่านหางจระเข้ในดินทราย ชุดดินหุบกระพง,การแปรรูปขยะมูลฝอย,2561,33249,กรมพัฒนาที่ดิน,สำนักงานพัฒนาที่ดินเขต 10,กระทรวงเกษตรและสหกรณ์ ,ภาครัฐบาล,ผู้ชาย,40,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,การปรับปรุงบำรุงดิน,ไม่พบข้อมูล
1763,6489,ผลของการใช้ไส้เดือนดินในการย่อยสลายขยะอินทรีย์ที่มีผลต่อการผลิตพืชผักปลอดสารพิษในจังหวัดกาญจนบุรี,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2561,33249,กรมพัฒนาที่ดิน,สำนักงานพัฒนาที่ดินเขต 10,กระทรวงเกษตรและสหกรณ์ ,ภาครัฐบาล,ผู้ชาย,40,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,การปรับปรุงบำรุงดิน,ไม่พบข้อมูล
1764,6541,การใช้ประโยชน์จากเศษหินที่เหลือทิ้งในกระบวนการทำเหมืองหินแอนไฮไดรต์ในงานผลิตภัณฑ์วัสดุก่อสร้างเพื่อชุมชนท้องถิ่นและเชิงพาณิชย์,การจัดการของเสียภายในโรงงาน,2561,23896,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,คณะวิศวกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,45,45-54,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"นวัตกรรม และทรัพย์สินทางปัญญา,การใช้ประโยชน์วัสดุรีไซเคิลในงานก่อสร้าง,สิ่งประดิษฐ์ ออกแบบผลิตภัณฑ์และบรรจุภัณฑ์,การบริหารโครงการ และพัฒนาโครงการ,การอนุรักษ์พลังงาน และการสร้างมูลค่าเพิ่ม,คอนกรีตและวัสดุทดแทนคอนกรีต,การทดสอบวัสดุและคุณสมบัติของวัสดุ",อาจารย์
1765,7775,ผลของสารเคลือบผิวจากวัสดุเหลือทิ้งของสับปะรดต่อคุณภาพของสับปะรดอบแห้ง,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2561,38703,มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ วิทยาเขตกำแพงแสน,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,50,45-54,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"Food products and process,Biodegradable films and coatings for food system",รองศาสตราจารย์
1766,7813,ปอเทืองเพื่อการผลิตพลังงานชีวภาพ,การแปรรูปขยะมูลฝอย,2561,39094,มหาวิทยาลัยเกษตรศาสตร์,สถาบันวิจัยและพัฒนาแห่งมหาวิทยาลัยเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,58,55-64,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"Anaerobic process, Biogas production, heavy metal removal, spectrophotometry, chromatography",ไม่มีตำแหน่งทางวิชาการ
1767,7832,การปรับปรุงสมบัติทางความร้อนและความต้านทานน้ำของโฟมย่อยสลายได้ทางชีวภาพจากกากมันด้วยเส้นใยชานอ้อยและแร่ดินเหนียวดัดแปร,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2561,18880,มหาวิทยาลัยเกษตรศาสตร์,คณะอุตสาหกรรมเกษตร,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,43,35-44,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,Composite; Biobased material; Rubber technology; Modelling of supercritical fluid extraction,รองศาสตราจารย์
1768,7952,การปนเปื้อนของโลหะหนักในดิน แหล่งน้ำใช้ชุมชน และพืชไร่ บริเวณใกล้เคียงหลุมฝังกลบขยะเทศบาลนครขอนแก่น,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2561,39068,มหาวิทยาลัยเกษตรศาสตร์,สถาบันวิจัยและพัฒนาแห่งมหาวิทยาลัยเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,60,55-64,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
1769,7960,การปนเปื้อนของตะกั่ว ปรอท แคดเมียม และแมงกานีส ในน้ำชะขยะมูลฝอยจากบริเวณการกำจัดขยะแบบเทกอง (Open Dump) แบบการเทกองที่มีการควบคุม (Controlled Dump) และการฝังกลบอย่างถูกหลักสุขาภิบาล (Sanitary Landfill) ในพื้นที่รับผิดชอบของเทศบาลในจังหวัดสกลนคร,การจัดการของเสียภายในโรงงาน,2561,447677,มหาวิทยาลัยเกษตรศาสตร์,สถาบันวิจัยและพัฒนาแห่งมหาวิทยาลัยเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,38,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,อาจารย์
